ticker,user,fields,schedule,enabled,owner,currency,kind,curve_code,tenor,notes
USSOJ    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,10M,
USSOK    BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,11M,
USSO1   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,1Y,
USSO1C   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,15M,
USSO1F   BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,18M,
USSO2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,2Y,
USSO3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,3Y,
USSO4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,4Y,
USSO5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,5Y,
USSO6 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,6Y,
USSO7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,7Y,
USSO8 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,8Y,
USSO9 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,9Y,
USSO10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,10Y,
USSO12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,12Y,
USSO15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,15Y,
USSO20 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,20Y,
USSO25 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,25Y,
USSO30 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-FEDFUNDS-ON,30Y,
SOFRRATE Index,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,1D,
USOSFR1Z BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,2D,
USOSFR2Z BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,2W,
USOSFR3Z BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,2W,
USOSFRA BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,4W,
USOSFRB BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,2M,
USOSFRC BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,3M,
USOSFRD BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,4M,
USOSFRE BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,5M,
USOSFRF BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,6M,
USOSFRG BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,7M,
USOSFRH BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,8M,
USOSFRI BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,9M,
USOSFRJ BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,10M,
USOSFRK BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,11M,
USOSFR1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,1Y,
USOSFR1F BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,18M,
USOSFR2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,2Y,
USOSFR3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,3Y,
USOSFR4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,4Y,
USOSFR5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,5Y,
USOSFR6 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,6Y,
USOSFR7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,7Y,
USOSFR8 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,8Y,
USOSFR9 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,9Y,
USOSFR10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,10Y,
USOSFR12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,12Y,
USOSFR15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,15Y,
USOSFR20 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,20Y,
USOSFR25 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,25Y,
USOSFR30 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,30Y,
USOSFR40 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,40Y,
USOSFR50 BGN Curncy,shared_term,PX_LAST,daily,true,AD,USD,OIS,USD-SOFR-ON,50Y,
ISXOQQ1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,1Y,
ISXOQQ2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,2Y,
ISXOQQ3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,3Y,
ISXOQQ4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,4Y,
ISXOQQ5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,5Y,
ISXOQQ6 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,6Y,
ISXOQQ7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,7Y,
ISXOQQ10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,10Y,
ISXOQQ12 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,12Y,
ISXOQQ15 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,15Y,
ISXOQQ20 BGN Curncy,shared_term,PX_LAST,daily,true,AD,ILS,BASIS,ILS-SHIR-ON.USD-SOFR-ON,20Y,
SDSF66M Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,6M,
SDSF61Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,1Y,
SDSF62Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,2Y,
SDSF63Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,3Y,
SDSF64Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,4Y,
SDSF65Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,5Y,
SDSF66Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,6Y,
SDSF67Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,7Y,
SDSF610Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,10Y,
SDSF612Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,12Y,
SDSF615Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,15Y,
SDSF620Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,20Y,
SDSF630Y Curncy,shared_term,PX_LAST,daily,true,AD,SGD,BASIS,SGD-SOR-ON.USD-SOFR-ON,30Y,
CNHSQQF BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,6M,
CNHSQQ1 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,1Y,
CNHSQQ2 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,2Y,
CNHSQQ3 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,3Y,
CNHSQQ4 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,4Y,
CNHSQQ5 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,5Y,
CNHSQQ7 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,7Y,
CNHSQQ10 BGN Curncy,shared_term,PX_LAST,daily,true,AD,CNH,CCS,CNH-FIXED.USD-SOFR-ON,10Y,
